txn_id,scenario_id,date,account_id,counterparty,description,amount,currency,amount_usd,recovered,fx_rate,evidence,problems
TXN-P3-0011,P3,2025-07-03,ACC-7803,Bridgeport Payroll Group,"Corporate income tax instalment — Oskemen unit, May 2025",-4276964.85,USD,-4276964.85,0,,,
TXN-P4-0003,P4,2025-07-03,ACC-7804,Ironwood Consulting,"Telecom mobile fleet plan — Taraz site, January 2025",-1197501.59,USD,-1197501.59,0,,,
TXN-P6-0031,P6,2025-07-03,ACC-7806,Zhambyl Construction Supply JSC,Cement despatch sales settlement 2025,6918204.37,USD,6918204.37,0,,,
TXN-B4-0051,B4,2025-07-04,ACC-7204,Dunmore Printing Partners (Ekibastuz block B),"Default interest charge — Pavlodar block, H1 2025",-10662291.32,USD,-10662291.32,0,,,
TXN-P4-0035,P4,2025-07-04,ACC-7804,Dunmore Realty (Uralsk annex),Insurance broker rebate — Atyrau terminal,9095881.9,USD,9095881.9,0,,,
TXN-B4-0002,B4,2025-07-05,ACC-7204,Glenwood Power (Almaty office),Rent for archive premises 2025,-10554084.92,USD,-10554084.92,0,,,
TXN-P10-0045,P10,2025-07-05,ACC-7810,Ashford Power LP (Turkistan point),"Quarterly interest coupon — Zhezkazgan compound, October",-1692135.44,USD,-1692135.44,0,,,
TXN-P5-0018,P5,2025-07-05,ACC-7805,Kingsley Tax Advisory Service Centre,Business interruption insurance — Kyzylorda station,-481847.14,USD,-481847.14,0,,,
TXN-P9-0019,P9,2025-07-07,ACC-7809,Eastgate Payroll Co (Turkistan point),Cyber insurance premium,-2546037.24,USD,-2546037.24,0,,,
TXN-B4-0009,B4,2025-07-08,ACC-7204,Kazyna Capital LLP,Management retainer fee,-303949.09,USD,-303949.09,0,,,
TXN-P4-0008,P4,2025-07-08,ACC-7804,Riverside Realty Trust (Aktobe hub),"Property insurance premium — Zhezkazgan compound, period 04",-1089098.65,USD,-1089098.65,0,,,
TXN-P5-0001,P5,2025-07-08,ACC-7805,Dunmore Maintenance Trust (Ekibastuz block B),"Interest on finance sublease — Karaganda yard, August",-168229.01,USD,-168229.01,0,,,
TXN-P1-0031,P1,2025-07-09,ACC-7801,Aktau Holdings L.L.P.,Management advisory retainer,-283664.18,USD,-283664.18,0,,,
TXN-P5-0027,P5,2025-07-12,ACC-7805,Glenwood Water Works LLC (Aktobe hub),"Standby generator electricity — Uralsk annex, final call",-473767.96,USD,-473767.96,0,,,
TXN-P6-0035,P6,2025-07-14,ACC-7806,Foxridge Telecom LP (Turkistan point),Point-of-sale marketing materials — Kyzylorda station 2025,-659026.99,USD,-659026.99,0,,,
TXN-B1-0033,B1,2025-07-15,ACC-7201,Halyk Bank of Kazakhstan JSC,Loan interest payment second quarter,-1540833.29,USD,-1540833.29,0,,,
TXN-B4-0037,B4,2025-07-15,ACC-7204,Hartley Tax Advisory Ltd,"Depot yard rent — Atyrau terminal, June",-3884663.27,USD,-3884663.27,0,,,
TXN-P2-0040,P2,2025-07-15,ACC-7802,Tien Shan Advisory Bureau,Advisory engagement on depot operations,-1104663.28,USD,-1104663.28,0,,,
TXN-P3-0031,P3,2025-07-15,ACC-7803,Cedarville Water Works Corp (Pavlodar block),Point-of-sale marketing materials — Karaganda yard,-8490398.35,USD,-8490398.35,0,,,
TXN-B1-0025,B1,2025-07-16,ACC-7201,Kingsley Insurance Associates (Aktobe hub),Marketing co-operative funding received — H1 2025,7126963.03,USD,7126963.03,0,,,
TXN-P1-0048,P1,2025-07-17,ACC-7801,Hartley Building Services Holdings (Turkistan point),Excise tax payment 2025,-6335501.35,USD,-6335501.35,0,,,
TXN-P4-0009,P4,2025-07-17,ACC-7804,Bridgeport Water Works LP (Pavlodar block),Radio ad campaign schedule — October,-1450062.9,USD,-1450062.9,0,,,
TXN-P7-0004,P7,2025-07-19,ACC-7807,Glenwood Stationery Associates (Shymkent depot),"Rent for staff dormitory — Zhezkazgan compound, instalment 2",-194993.73,USD,-194993.73,0,,,
TXN-P9-0040,P9,2025-07-19,ACC-7809,Ulytau Capital LLP,Management advisory retainer,-268447.19,USD,-268447.19,0,,,
TXN-P9-0052,P9,2025-07-19,ACC-7809,Ashford Tax Advisory Holdings Trading House (Ekibastuz block B),Capitalised interest charge — Astana branch,-2020740.39,USD,-2020740.39,0,,,
TXN-P5-0045,P5,2025-07-21,ACC-7805,Ironwood Realty Services (Uralsk annex),Customer newsletter marketing production — Turkistan point,-253926.1,USD,-253926.1,0,,,
TXN-P9-0006,P9,2025-07-21,ACC-7809,Ashford Facilities Inc Group,Ground lease instalment — January,-995146.56,USD,-995146.56,0,,,
TXN-P9-0009,P9,2025-07-21,ACC-7809,Juniper Janitorial Ltd Company,Office rent — Taraz site 2025,-4454367.27,USD,-4454367.27,0,,,
TXN-P9-0047,P9,2025-07-21,ACC-7809,Eastgate Security Holdings,"Interest on bilateral facility — Uralsk annex, H2 2025",-2950277.64,USD,-2950277.64,0,,,
TXN-P10-0051,P10,2025-07-22,ACC-7810,Bridgeport Waste Systems Ltd LLP,"Radio ad campaign schedule — Ekibastuz block B, H2",-1931018.29,USD,-1931018.29,0,,,
TXN-P4-0001,P4,2025-07-22,ACC-7804,Zhaiyk Dredging LLP,Berth silt cleaning and clearance works,-251338.94,USD,-251338.94,0,,,
TXN-P4-0027,P4,2025-07-22,ACC-7804,Ashford Facilities Inc (Ekibastuz block B),Rent for training centre — December,-175317.45,USD,-175317.45,0,,,
TXN-P2-0024,P2,2025-07-23,ACC-7802,Glenwood Stationery Associates,Telecom services — Uralsk annex 2025,-2530653.81,USD,-2530653.81,0,,,
TXN-P9-0050,P9,2025-07-24,ACC-7809,Hartley Realty Holdings Partners,Fidelity bond insurance — April,-5200652.58,USD,-5200652.58,0,,,
TXN-P2-0011,P2,2025-07-26,ACC-7802,Bridgeport Maintenance,"Radio ad campaign schedule — Uralsk annex, Q3",-10753717.14,USD,-10753717.14,0,,,
TXN-P7-0011,P7,2025-07-26,ACC-7807,Ironwood Realty Services Holding,Payroll for night shift — Q1,-209806.28,USD,-209806.28,0,,,
TXN-P7-0052,P7,2025-07-26,ACC-7807,Juniper Property Services (Astana branch),"Lease incentive received — Oskemen unit, August 2025",480144.23,USD,480144.23,0,,,
TXN-P5-0015,P5,2025-07-27,ACC-7805,Juniper Telecom Inc (Turkistan point),"Workers comp insurance — Atyrau terminal, November",-739003.21,USD,-739003.21,0,,,
TXN-P5-0038,P5,2025-07-27,ACC-7805,Ashford Tax Advisory Holdings Company,Sublet rent received — Q4,2115841.63,USD,2115841.63,0,,,
TXN-P8-0040,P8,2025-07-27,ACC-7808,Juniper Landscaping LLC,"Quarterly estimated tax — Almaty office, December",-819861.31,USD,-819861.31,0,,,
TXN-P1-0053,P1,2025-07-28,ACC-7801,Glenwood Utility Associates,Electricity for pumping station 2025,-2554455.78,USD,-2554455.78,0,,,
TXN-P2-0045,P2,2025-07-28,ACC-7802,Eastgate Landscaping LP Works,"Withholding tax remittance — Kyzylorda station, February 2025",-296053.42,USD,-296053.42,0,,,
TXN-P7-0056,P7,2025-07-28,ACC-7807,Ashford Printing Solutions Service Centre,Interest on finance sublease — May 2025,-422679.64,USD,-422679.64,0,,,
TXN-B1-0038,B1,2025-07-29,ACC-7201,Foxridge Property Associates (Kyzylorda station),Tax assessment reversal — October,1176366.08,EUR,1364584.65,0,1.16,,
TXN-P6-0024,P6,2025-07-29,ACC-7806,Ironwood Courier Co (Uralsk annex),Equipment yard lease — May 2025,-5904723.65,USD,-5904723.65,0,,,
TXN-P6-0038,P6,2025-07-29,ACC-7806,Glenwood Security Partners,"Rent for spare parts store — Oskemen unit, H2 2025",-414120.52,USD,-414120.52,0,,,
TXN-P6-0054,P6,2025-07-29,ACC-7806,Eastgate Janitorial Partners (Uralsk annex),"Insurance broker rebate — Semey base, H1 2025",1516332.49,USD,1516332.49,0,,,
TXN-P6-0042,P6,2025-07-30,ACC-7806,Cedarville Utility Ltd (Astana branch),Franchise tax filing — Astana branch,-13977254.83,EUR,-16213615.6,0,1.16,,
TXN-P8-0030,P8,2025-07-30,ACC-7808,Ural Rig Manufacturing LLP,Purchase of drilling rig equipment,-1918204.36,USD,-1918204.36,0,,,
TXN-B4-0013,B4,2025-07-31,ACC-7204,Hartley Utility Trust (Almaty office),"Digital media buy — search — Kyzylorda station, February",-4256600.29,USD,-4256600.29,0,,,
TXN-P3-0038,P3,2025-08-01,ACC-7803,Eastgate Landscaping LP,"Payroll accrual funding — Uralsk annex, June 2025",-4413158.15,USD,-4413158.15,0,,,
TXN-P6-0037,P6,2025-08-01,ACC-7806,Hartley Power Associates (Aktobe hub),"Environmental liability insurance — Oskemen unit, H1",-630356.25,USD,-630356.25,0,,,
TXN-P4-0057,P4,2025-08-02,ACC-7804,Foxridge Janitorial Group Company,"Interest on trade facility — Kostanay centre, instalment 1 2025",-451994.51,USD,-451994.51,0,,,
TXN-B1-0010,B1,2025-08-03,ACC-7201,Eastgate Payroll Co JSC,"Antenna mast lease — Pavlodar block, Q2 2025",-1411145.48,USD,-1411145.48,0,,,
TXN-P4-0044,P4,2025-08-04,ACC-7804,Hartley Facilities Services,Printed marketing collateral run — H2 2025,-173405.98,USD,-173405.98,0,,,
TXN-P5-0012,P5,2025-08-04,ACC-7805,Cedarville Property Inc (Kostanay centre),Rent deposit returned,493698.57,USD,493698.57,0,,,
TXN-B1-0053,B1,2025-08-05,ACC-7201,Eastgate Utility LLC,"Lease deposit released — Oskemen unit, instalment 2",2448170.56,USD,2448170.56,0,,,
TXN-B4-0041,B4,2025-08-05,ACC-7204,Foxridge Payroll Ltd (Pavlodar block),Rent for training centre — Ekibastuz block B 2025,-2884401.48,USD,-2884401.48,0,,,
TXN-P3-0001,P3,2025-08-05,ACC-7803,Turan Capital LLP,Management advisory retainer,-264117.82,USD,-264117.82,0,,,
TXN-P7-0001,P7,2025-08-05,ACC-7807,Eastgate Catering Services Works,Interest income on treasury bills — Zhezkazgan compound 2025,2044034.58,USD,2044034.58,0,,,
TXN-B4-0025,B4,2025-08-06,ACC-7204,Crown City Water Board (Astana branch),Construction all-risk insurance — Shymkent depot,-957136.92,USD,-957136.92,0,,,
TXN-B4-0040,B4,2025-08-06,ACC-7204,Juniper Printing Inc,Storage unit rent — Q4 2025,-452734.56,USD,-452734.56,0,,,
TXN-P7-0047,P7,2025-08-06,ACC-7807,Atyrau Energy Supply JSC,Electricity supply charges 2025,-91447.35,USD,-91447.35,0,,,
TXN-P9-0037,P9,2025-08-06,ACC-7809,Bridgeport Stationery Co (Atyrau terminal),"Environmental emissions tax — Aktobe hub, July 2025",-813144.97,USD,-813144.97,0,,,
TXN-P9-0053,P9,2025-08-06,ACC-7809,Ironwood Building Services Services (Uralsk annex),"Customer newsletter marketing production — Zhezkazgan compound, September",-5905387.59,USD,-5905387.59,0,,,
TXN-P8-0022,P8,2025-08-07,ACC-7808,Capital Stationers Enterprise,Insurance broker rebate,1336879.34,USD,1336879.34,0,,,
TXN-P8-0045,P8,2025-08-07,ACC-7808,Ashford Courier Trust (Aktobe hub),Utility deposit returned — Atyrau terminal,1763809.47,USD,1763809.47,0,,,
TXN-P7-0045,P7,2025-08-08,ACC-7807,Foxridge Consulting Ltd (Astana branch),Business interruption insurance — H1 2025,-2500083.92,USD,-2500083.92,0,,,
TXN-B1-0052,B1,2025-08-09,ACC-7201,Ashford Cleaning Services Partners,Rent overpayment refunded — February,317985.3,USD,317985.3,0,,,
TXN-P1-0040,P1,2025-08-09,ACC-7801,Hartley Building Services Holdings (Turkistan point),Motor third-party insurance 2025,-4159259.63,USD,-4159259.63,0,,,
TXN-P2-0027,P2,2025-08-10,ACC-7802,Bridgeport Building Services Inc Partners,Marketing research panel subscription — December 2025,-3128248.17,USD,-3128248.17,0,,,
TXN-P1-0045,P1,2025-08-12,ACC-7801,Kaspi Marine Engineering LLP,Quay wall inspection and survey servicing contract,-612884.19,USD,-612884.19,0,,,
TXN-B1-0009,B1,2025-08-13,ACC-7201,Hartley Logistics Associates (Shymkent depot),"Advance profit tax instalment — Shymkent depot, instalment 1 2025",-777155.65,USD,-777155.65,0,,,
TXN-P9-0045,P9,2025-08-13,ACC-7809,Blue Ridge Payroll Services,"Standby generator electricity — Semey base, Q1 2025",-123507.23,USD,-123507.23,0,,,
TXN-B4-0052,B4,2025-08-15,ACC-7204,Ironwood Tax Advisory Inc (Aktobe hub),Electricity overbilling refund — Q3 2025,623285.69,USD,623285.69,0,,,
TXN-P3-0054,P3,2025-08-16,ACC-7803,Juniper Logistics Solutions (Ekibastuz block B),Ground lease instalment — Turkistan point 2025,-5578735.29,USD,-5578735.29,0,,,
TXN-P6-0029,P6,2025-08-16,ACC-7806,Beacon Tax Advisors (Semey base),Directors and officers insurance — Ekibastuz block B 2025,-295096.87,USD,-295096.87,0,,,
TXN-P4-0026,P4,2025-08-17,ACC-7804,Hartley Power Associates LLP,Environmental emissions tax — August 2025,-712038.74,USD,-712038.74,0,,,
TXN-B4-0031,B4,2025-08-19,ACC-7204,Cedarville Courier Holdings (Shymkent depot),Telecom service credit received,6432115.08,USD,6432115.08,0,,,
TXN-P2-0004,P2,2025-08-19,ACC-7802,Juniper Supply Trust Service Centre,"Default interest charge — Shymkent depot, May",-364089.3,USD,-364089.3,0,,,
TXN-P2-0047,P2,2025-08-19,ACC-7802,Juniper Uniforms Co,Environmental emissions tax — H2,-434092.69,USD,-434092.69,0,,,
TXN-P4-0049,P4,2025-08-19,ACC-7804,Ironwood Waste Systems Holdings Company,"Franchise tax filing — Karaganda yard, instalment 1 2025",-6859157.98,USD,-6859157.98,0,,,
TXN-P5-0013,P5,2025-08-19,ACC-7805,KEGOC Grid Operations JSC,Generating capacity availability sales settlement 2025,8214663.28,USD,8214663.28,0,,,
TXN-P6-0028,P6,2025-08-19,ACC-7806,Pioneer Payroll Bureau,Quarterly interest coupon — Q1,-477669.52,USD,-477669.52,0,,,
TXN-B1-0030,B1,2025-08-20,ACC-7201,Ertis Capital LLP,Management advisory retainer,-307018.08,USD,-307018.08,0,,,
TXN-P10-0064,P10,2025-08-21,ACC-7810,Karaganda Energy Supply JSC,Electricity and water utilities supply 2025,-418204.37,USD,-418204.37,0,,,
TXN-P5-0053,P5,2025-08-21,ACC-7805,Ironwood Waste Systems Holdings (Turkistan point),"Marketing agency creative fees — Almaty office, instalment 2",-2474305.62,USD,-2474305.62,0,,,
TXN-P7-0054,P7,2025-08-21,ACC-7807,Juniper Consulting Associates Trading House,"Insurance broker rebate — Semey base, H1 2025",530231.33,USD,530231.33,0,,,
TXN-P1-0019,P1,2025-08-22,ACC-7801,Ironwood Catering Corp (Karaganda yard),Term loan interest — Uralsk annex 2025,-2010790.3,USD,-2010790.3,0,,,
TXN-P3-0043,P3,2025-08-22,ACC-7803,Statewide Tax Authority,Lease incentive received — June,1999985.81,USD,1999985.81,0,,,
TXN-P8-0041,P8,2025-08-22,ACC-7808,Kingsley Utility Services Works,Telecom leased line — Kyzylorda station 2025,-474627.65,EUR,-550568.07,0,1.16,,
TXN-P8-0053,P8,2025-08-23,ACC-7808,Granger Utilities Holding Partners,"Municipal tax levy — Ekibastuz block B, Q1 2025",-980969.76,USD,-980969.76,0,,,
TXN-P10-0039,P10,2025-08-24,ACC-7810,Dunmore Office Supplies Trust (Kostanay centre),"Marketing co-operative funding received — Uralsk annex, period 04 2025",1290329.01,USD,1290329.01,0,,,
TXN-P10-0050,P10,2025-08-24,ACC-7810,Bridgeport Payroll Group (Aktobe hub),Trade press marketing insertion — April,-13084947.11,USD,-13084947.11,0,,,
TXN-P7-0013,P7,2025-08-26,ACC-7807,Dunmore Janitorial Services (Pavlodar block),Warehouse lease — December 2025,-1944353.79,USD,-1944353.79,0,,,
TXN-P9-0002,P9,2025-08-26,ACC-7809,Cedarville Landscaping Partners,Regional marketing campaign production,-152206.6,USD,-152206.6,0,,,
TXN-B1-0003,B1,2025-08-27,ACC-7201,Juniper Printing Inc Ltd (Pavlodar block),Motor third-party insurance — February 2025,-674063.75,USD,-674063.75,0,,,
TXN-P2-0012,P2,2025-08-27,ACC-7802,Zhetysu Capital Partners LLP,Management advisory retainer,-271884.36,USD,-271884.36,0,,,
TXN-P5-0029,P5,2025-08-27,ACC-7805,Eastgate Waste Systems Group (Uralsk annex),Rent overpayment refunded — Karaganda yard,8829255.05,USD,8829255.05,0,,,
TXN-P6-0051,P6,2025-08-27,ACC-7806,Foxridge Payroll Ltd (Karaganda yard),"Accrued interest payment — Atyrau terminal, Q2 2025",-14699557.16,USD,-14699557.16,0,,,
TXN-P7-0053,P7,2025-08-27,ACC-7807,Cedarville Tax Advisory Partners Enterprise (Karaganda yard),"Payroll bonus disbursement — Ekibastuz block B, June",-2187384.84,USD,-2187384.84,0,,,
TXN-B1-0051,B1,2025-08-28,ACC-7201,Ashford Waste Systems Co,"Tax overpayment refunded — Uralsk annex, instalment 3",4465315.58,USD,4465315.58,0,,,
TXN-P5-0050,P5,2025-08-28,ACC-7805,Hartley Stationery Trust,Credit facility interest — Pavlodar block,-2871464.98,USD,-2871464.98,0,,,
TXN-P4-0047,P4,2025-08-29,ACC-7804,Ironwood Payroll,Group insurance experience refund — Semey base,1186007.46,USD,1186007.46,0,,,
TXN-B4-0010,B4,2025-08-30,ACC-7204,Ashford Realty Ltd Enterprise (Ekibastuz block B),Outdoor marketing site hire — Atyrau terminal,-1067182.83,USD,-1067182.83,0,,,
TXN-B4-0055,B4,2025-08-30,ACC-7204,Juniper Consulting Associates (Oskemen unit),"Rent for spare parts store — Aktobe hub, May 2025",-6987897.37,USD,-6987897.37,0,,,
TXN-P4-0051,P4,2025-08-31,ACC-7804,Eastgate Catering Services (Uralsk annex),"Insurance claim reimbursement — Zhezkazgan compound, March",103086.37,USD,103086.37,0,,,
TXN-P1-0046,P1,2025-09-02,ACC-7801,Hartley Maintenance Partners (Atyrau terminal),Unearned insurance premium return — February 2025,3054795.52,USD,3054795.52,0,,,
TXN-P10-0048,P10,2025-09-02,ACC-7810,Glenwood Telecom Corp Ltd,Interest income on treasury bills — Zhezkazgan compound 2025,1427380.72,USD,1427380.72,0,,,
TXN-P4-0023,P4,2025-09-03,ACC-7804,Aral Freight Arbitration Bureau,Demurrage dispute arbitration and legal servicing,-342905.28,USD,-342905.28,0,,,
TXN-P2-0042,P2,2025-09-06,ACC-7802,Ashford Stationery Corp (Kyzylorda station),Group insurance experience refund — H1,411214.48,USD,411214.48,0,,,
TXN-P1-0013,P1,2025-09-07,ACC-7801,Ironwood Printing Ltd (Almaty office),Corporate income tax instalment — June,-986275.52,USD,-986275.52,0,,,
TXN-P4-0046,P4,2025-09-07,ACC-7804,Dunmore Waste Systems LLC (Taraz site),Rent for archive premises — Ekibastuz block B,-9371640.53,USD,-9371640.53,0,,,
TXN-P2-0043,P2,2025-09-08,ACC-7802,Hartley Payroll LLC,"Parking garage lease — Pavlodar block, Q1",-2065898.1,USD,-2065898.1,0,,,
TXN-P3-0009,P3,2025-09-08,ACC-7803,Foxridge Tax Advisory Corp Partners (Karaganda yard),"Interest on finance sublease — Kyzylorda station, Q3",-6836857.12,USD,-6836857.12,0,,,
TXN-P7-0015,P7,2025-09-08,ACC-7807,Ironwood Office Supplies Group (Ekibastuz block B),Payroll top-up transfer — instalment 2 2025,-9689150.7,USD,-9689150.7,0,,,
TXN-P9-0025,P9,2025-09-08,ACC-7809,Zhezkazgan Processing Holdings LLP,Transfer of processing plant equipment to subsidiary,-418204.37,USD,-418204.37,0,,,
TXN-P9-0042,P9,2025-09-08,ACC-7809,Eastgate Property Works,Telecom services — April,-5971062.37,USD,-5971062.37,0,,,
TXN-P7-0021,P7,2025-09-09,ACC-7807,Hartley Water Works Company (Almaty office),Cold store lease — August 2025,-959841.63,USD,-959841.63,0,,,
TXN-P8-0003,P8,2025-09-09,ACC-7808,Kingsley Utility Services Works,Marketing research panel subscription — period 04,-7531552.68,USD,-7531552.68,0,,,
TXN-P8-0011,P8,2025-09-09,ACC-7808,Ashford Leasing Inc,Radio ad campaign schedule — October,-13795865.18,USD,-13795865.18,0,,,
TXN-B1-0032,B1,2025-09-10,ACC-7201,Hartley Catering LP Supply,Industry exhibition stand marketing — Q1 2025,-7683788.65,USD,-7683788.65,0,,,
TXN-B4-0018,B4,2025-09-10,ACC-7204,Dunmore Landscaping Group,"Printed marketing collateral run — Kyzylorda station, December",-2434137.65,USD,-2434137.65,0,,,
TXN-P1-0016,P1,2025-09-10,ACC-7801,Dunmore Realty,Payroll bonus disbursement — Almaty office 2025,-5004933.43,USD,-5004933.43,0,,,
TXN-P9-0003,P9,2025-09-10,ACC-7809,Acme Office Supplies,Printed marketing collateral run — H2 2025,-11973391.14,USD,-11973391.14,0,,,
TXN-P3-0010,P3,2025-09-11,ACC-7803,KazMunayGas Refining JSC,Refinery turnaround services sales settlement 2025,8104772.36,USD,8104772.36,0,,,
TXN-P7-0020,P7,2025-09-12,ACC-7807,Ironwood Courier Co,Payroll agency rebate — Aktobe hub,4981367.79,USD,4981367.79,0,,,
TXN-P8-0054,P8,2025-09-13,ACC-7808,Juniper Landscaping LLC Service Centre,Marketing volume rebate — Uralsk annex 2025,834559.44,USD,834559.44,0,,,
TXN-P4-0014,P4,2025-09-14,ACC-7804,Glenwood Consulting Inc (Almaty office),Capitalised interest charge 2025,-399050.15,USD,-399050.15,0,,,
TXN-P10-0063,P10,2025-09-15,ACC-7810,State Revenue Committee,Corporate income tax instalment 2025,-882447.19,USD,-882447.19,0,,,
TXN-B1-0012,B1,2025-09-16,ACC-7201,Ironwood Maintenance Group,Customer newsletter marketing production,-421686.32,USD,-421686.32,0,,,
TXN-B4-0024,B4,2025-09-16,ACC-7204,Dunmore Security Solutions Partners (Almaty office),"Tax overpayment refunded — Semey base, period 01",1801311.03,USD,1801311.03,0,,,
TXN-P6-0056,P6,2025-09-16,ACC-7806,Eastgate Supply Ltd (Almaty office),Corporate brand marketing programme — H2 2025,-192438.2,USD,-192438.2,0,,,
TXN-B4-0034,B4,2025-09-17,ACC-7204,Foxridge Insurance Co Holding (Taraz site),Quarterly estimated tax — Shymkent depot,-822556.55,USD,-822556.55,0,,,
TXN-P8-0016,P8,2025-09-17,ACC-7808,Syrdarya Capital Holding LLP,Management advisory retainer,-342118.65,USD,-342118.65,0,,,
TXN-B4-0033,B4,2025-09-18,ACC-7204,Glenwood Water Works LLC Supply (Zhezkazgan compound),Telecom leased line — Pavlodar block,-9899396.01,USD,-9899396.01,0,,,
TXN-B4-0050,B4,2025-09-19,ACC-7204,Ironwood Uniforms Corp,Waste water charge — Q2,-462194.83,USD,-462194.83,0,,,
TXN-P2-0031,P2,2025-09-19,ACC-7802,Bridgeport Cleaning Partners,"Excise tax payment — Shymkent depot, final call 2025",-6057047.46,USD,-6057047.46,0,,,
TXN-P5-0052,P5,2025-09-19,ACC-7805,Ashford Landscaping Holdings Enterprise,Group insurance experience refund — Semey base,163904.34,USD,163904.34,0,,,
TXN-P9-0026,P9,2025-09-19,ACC-7809,Ironwood Uniforms Corp Service Centre (Karaganda yard),Corporate brand marketing programme — period 04,-936660.21,USD,-936660.21,0,,,
TXN-P6-0018,P6,2025-09-20,ACC-7806,Dunmore Utility Inc Enterprise,Capitalised interest charge — Kostanay centre 2025,-1140952.33,USD,-1140952.33,0,,,
TXN-B4-0054,B4,2025-09-21,ACC-7204,Juniper Cleaning (Ekibastuz block B),"Storage unit rent — Karaganda yard, period 02",-792090.02,USD,-792090.02,0,,,
TXN-P7-0037,P7,2025-09-21,ACC-7807,Eastgate Building Services Associates (Taraz site),Marine cargo insurance premium — Uralsk annex,-1731446.13,USD,-1731446.13,0,,,
TXN-B4-0056,B4,2025-09-22,ACC-7204,Shymkent Fuel Distributors LLP,Refinery product sales settlement third quarter,1946791.21,USD,1946791.21,0,,,
TXN-P3-0019,P3,2025-09-22,ACC-7803,Hartley Insurance Inc JSC,Political risk insurance — Kyzylorda station,-8962583.42,USD,-8962583.42,0,,,
TXN-P5-0002,P5,2025-09-22,ACC-7805,Glenwood Realty Solutions Group,Telecom service credit received — instalment 2 2025,4581118.74,USD,4581118.74,0,,,
TXN-B4-0019,B4,2025-09-23,ACC-7204,Dunmore Security Solutions Partners (Almaty office),"Rent for training centre — Shymkent depot, instalment 1",-2217144.91,USD,-2217144.91,0,,,
TXN-P2-0007,P2,2025-09-23,ACC-7802,Ashford Tax Advisory Holdings Enterprise (Semey base),Interest recovery on overpayment — Astana branch 2025,5043155.21,USD,5043155.21,0,,,
TXN-P8-0026,P8,2025-09-23,ACC-7808,Cedarville Courier Holdings Service Centre,"Parking garage lease — Taraz site, H1",-603369.52,USD,-603369.52,0,,,
TXN-P3-0018,P3,2025-09-24,ACC-7803,Cedarville Telecom Services (Ekibastuz block B),"Interest rebate on early repayment — Turkistan point, October 2025",2503692.36,USD,2503692.36,0,,,
TXN-P6-0034,P6,2025-09-24,ACC-7806,Glenwood Office Supplies Services (Oskemen unit),"Social tax remittance — Uralsk annex, November",-780505.67,USD,-780505.67,0,,,
TXN-B4-0048,B4,2025-09-25,ACC-7204,Sentinel Insurance Group (Semey base),Fidelity bond insurance — August,-940663.75,USD,-940663.75,0,,,
TXN-P10-0052,P10,2025-09-25,ACC-7810,Cedarville Security Trust Company (Uralsk annex),Default interest charge — August 2025,-12549219.99,USD,-12549219.99,0,,,
TXN-P7-0003,P7,2025-09-25,ACC-7807,Kingsley Utility Services Enterprise,Quarterly interest coupon — May 2025,-2024164.8,USD,-2024164.8,0,,,
TXN-P9-0010,P9,2025-09-25,ACC-7809,Trident Power Cooperative,Payroll for warehouse staff — May,-2364158.76,USD,-2364158.76,0,,,
TXN-B4-0042,B4,2025-09-26,ACC-7204,Dunmore Building Services (Atyrau terminal),Excise tax credit received — period 02 2025,10258572.62,USD,10258572.62,0,,,
TXN-P1-0030,P1,2025-09-26,ACC-7801,Caspian Shipping Lines JSC,Port handling and stevedoring sales settlement 2025,6842117.53,USD,6842117.53,0,,,
TXN-P10-0046,P10,2025-09-26,ACC-7810,Eastgate Consulting Co (Aktobe hub),"Digital media buy — search — Ekibastuz block B, period 04",-363633.55,USD,-363633.55,0,,,
TXN-P9-0020,P9,2025-09-26,ACC-7809,Dunmore Telecom Partners Holding,Monthly payroll disbursement — Pavlodar block,-488762.1,USD,-488762.1,0,,,
TXN-P9-0029,P9,2025-09-26,ACC-7809,Eastgate Stationery LLC,"Interest rebate on early repayment — Uralsk annex, November",1492367.61,USD,1492367.61,0,,,
TXN-P3-0012,P3,2025-09-27,ACC-7803,Sentinel Insurance Group,Marine cargo insurance premium — Shymkent depot 2025,-211861.67,USD,-211861.67,0,,,
TXN-P3-0047,P3,2025-09-28,ACC-7803,Eastgate Building Services Associates (Shymkent depot),Marketing translation and localisation — Oskemen unit,-8776423.17,USD,-8776423.17,0,,,
TXN-P5-0009,P5,2025-09-28,ACC-7805,Eastgate Consulting Co Holding,"Environmental liability insurance — Karaganda yard, July",-5956057.98,USD,-5956057.98,0,,,
TXN-P4-0005,P4,2025-09-29,ACC-7804,Hartley Office Supplies Partners,Payroll advance recovered from staff — instalment 2,10831373.9,USD,10831373.9,0,,,
TXN-P5-0024,P5,2025-09-29,ACC-7805,Ironwood Building Services Services Service Centre (Taraz site),Electricity metering correction credit — November,624176.29,USD,624176.29,0,,,
TXN-P6-0017,P6,2025-09-29,ACC-7806,Cedarville Leasing (Pavlodar block),Interest on senior notes — period 02 2025,-2350075.41,USD,-2350075.41,0,,,
TXN-P6-0040,P6,2025-09-29,ACC-7806,Taraz Holding Group LLP,Management advisory retainer,-418662.44,USD,-418662.44,0,,,
TXN-B1-0026,B1,2025-09-30,ACC-7201,KEGOC National Grid JSC,Generation capacity sales settlement 2025,9741934.78,USD,9741934.78,0,,,
